100, 0.07746, 0.005
200, 0.01842, 0.005
300, 0.01847, 0.005
400, 0.01758, 0.005
500, 0.01683, 0.005
600, 0.01593, 0.005
700, 0.01585, 0.005
800, 0.01601, 0.005
900, 0.01468, 0.005
1000, 0.01367, 0.005
1100, 0.01396, 0.005
1200, 0.01459, 0.005
1300, 0.01336, 0.005
1400, 0.01333, 0.005
1500, 0.01389, 0.005
1600, 0.01178, 0.005
1700, 0.01343, 0.005
1800, 0.01302, 0.005
1900, 0.01190, 0.005
2000, 0.01127, 0.005
2100, 0.01282, 0.005
2200, 0.01173, 0.005
2300, 0.01086, 0.005
2400, 0.01189, 0.005
2500, 0.01204, 0.005
2600, 0.01241, 0.005
2700, 0.01114, 0.005
2800, 0.01158, 0.005
2900, 0.01077, 0.005
3000, 0.01049, 0.005
3100, 0.01010, 0.005
3200, 0.01059, 0.005
3300, 0.01084, 0.005
3400, 0.01039, 0.005
3500, 0.01012, 0.005
3600, 0.01017, 0.005
3700, 0.01036, 0.005
3800, 0.00997, 0.005
3900, 0.01096, 0.005
4000, 0.00978, 0.005
4100, 0.01017, 0.005
4200, 0.01011, 0.005
4300, 0.00985, 0.005
4400, 0.01036, 0.005
4500, 0.00980, 0.005
4600, 0.00996, 0.005
4700, 0.01055, 0.005
4800, 0.01001, 0.005
4900, 0.00968, 0.005
5000, 0.01051, 0.005
5100, 0.00976, 0.005
5200, 0.01015, 0.005
5300, 0.00984, 0.005
5400, 0.00962, 0.005
5500, 0.00938, 0.005
5600, 0.00927, 0.005
5700, 0.00866, 0.005
5800, 0.01034, 0.005
5900, 0.00891, 0.005
6000, 0.00899, 0.005
6100, 0.00945, 0.005
6200, 0.00943, 0.005
6300, 0.00953, 0.005
6400, 0.00894, 0.005
6500, 0.00875, 0.005
6600, 0.00982, 0.005
6700, 0.00919, 0.005
6800, 0.00923, 0.005
6900, 0.00845, 0.005
7000, 0.00896, 0.005
7100, 0.00913, 0.005
7200, 0.00817, 0.005
7300, 0.00827, 0.005
7400, 0.00858, 0.005
7500, 0.00913, 0.005
7600, 0.00868, 0.005
7700, 0.00811, 0.005
7800, 0.00868, 0.005
7900, 0.00938, 0.005
8000, 0.00790, 0.005
8100, 0.00901, 0.005
8200, 0.00902, 0.005
8300, 0.00825, 0.005
8400, 0.00856, 0.005
8500, 0.00945, 0.005
8600, 0.00834, 0.005
8700, 0.00840, 0.005
8800, 0.00912, 0.005
8900, 0.00913, 0.005
9000, 0.00903, 0.005
9100, 0.00906, 0.005
9200, 0.00907, 0.005
9300, 0.00837, 0.005
9400, 0.00806, 0.005
9500, 0.00807, 0.005
9600, 0.00840, 0.005
9700, 0.00765, 0.005
9800, 0.00797, 0.005
9900, 0.00906, 0.005
10000, 0.00810, 0.005
10100, 0.00926, 0.02
10200, 0.00968, 0.02
10300, 0.00930, 0.02
10400, 0.00927, 0.02
10500, 0.00941, 0.02
10600, 0.00929, 0.02
10700, 0.00835, 0.02
10800, 0.00868, 0.02
10900, 0.00907, 0.02
11000, 0.00876, 0.02
11100, 0.00877, 0.02
11200, 0.00916, 0.02
11300, 0.00838, 0.02
11400, 0.00938, 0.02
11500, 0.00871, 0.02
11600, 0.00823, 0.02
11700, 0.00885, 0.02
11800, 0.00884, 0.02
11900, 0.00792, 0.02
12000, 0.00793, 0.02
12100, 0.00834, 0.02
12200, 0.00823, 0.02
12300, 0.00716, 0.02
12400, 0.00742, 0.02
12500, 0.00805, 0.02
12600, 0.00819, 0.02
12700, 0.00764, 0.02
