1000, 0.02370, 0.005
2000, 0.01463, 0.005
3000, 0.01287, 0.005
4000, 0.01153, 0.005
5000, 0.01064, 0.005
6000, 0.01024, 0.005
7000, 0.00983, 0.005
8000, 0.00962, 0.005
9000, 0.00929, 0.005
10000, 0.00895, 0.005
11000, 0.00978, 0.02
12000, 0.00925, 0.02
13000, 0.00850, 0.02
14000, 0.00800, 0.02
15000, 0.00781, 0.02
16000, 0.00755, 0.02
17000, 0.00716, 0.02
18000, 0.00721, 0.02
19000, 0.00743, 0.02
20000, 0.00702, 0.02
21000, 0.00676, 0.02
22000, 0.00673, 0.02
23000, 0.00647, 0.02
24000, 0.00655, 0.02
25000, 0.00680, 0.02
26000, 0.00626, 0.02
27000, 0.00646, 0.02
28000, 0.00630, 0.02
29000, 0.00642, 0.02
30000, 0.00604, 0.02
31000, 0.00591, 0.02
32000, 0.00622, 0.02
33000, 0.00603, 0.02
34000, 0.00593, 0.02
35000, 0.00592, 0.02
36000, 0.00580, 0.02
37000, 0.00580, 0.02
38000, 0.00572, 0.02
39000, 0.00570, 0.02
40000, 0.00573, 0.02
41000, 0.00557, 0.02
42000, 0.00558, 0.02
43000, 0.00569, 0.02
44000, 0.00532, 0.02
45000, 0.00536, 0.02
46000, 0.00541, 0.02
47000, 0.00547, 0.02
48000, 0.00531, 0.02
49000, 0.00526, 0.02
50000, 0.00527, 0.02
51000, 0.00511, 0.02
52000, 0.00537, 0.02
53000, 0.00521, 0.02
54000, 0.00527, 0.02
55000, 0.00512, 0.02
56000, 0.00503, 0.02
57000, 0.00518, 0.02
58000, 0.00513, 0.02
59000, 0.00514, 0.02
60000, 0.00508, 0.02
61000, 0.00502, 0.02
62000, 0.00484, 0.02
63000, 0.00497, 0.02
64000, 0.00500, 0.02
65000, 0.00501, 0.02
66000, 0.00491, 0.02
67000, 0.00501, 0.02
68000, 0.00495, 0.02
69000, 0.00496, 0.02
70000, 0.00479, 0.02
71000, 0.00467, 0.02
72000, 0.00484, 0.02
73000, 0.00467, 0.02
74000, 0.00475, 0.02
75000, 0.00459, 0.02
76000, 0.00470, 0.02
77000, 0.00450, 0.02
78000, 0.00460, 0.02
79000, 0.00481, 0.02
80000, 0.00480, 0.02
81000, 0.00464, 0.02
82000, 0.00457, 0.02
83000, 0.00455, 0.02
84000, 0.00455, 0.02
85000, 0.00472, 0.02
86000, 0.00465, 0.02
87000, 0.00461, 0.02
88000, 0.00452, 0.02
89000, 0.00453, 0.02
90000, 0.00436, 0.02
91000, 0.00444, 0.02
92000, 0.00441, 0.02
93000, 0.00440, 0.02
94000, 0.00447, 0.02
95000, 0.00449, 0.02
96000, 0.00431, 0.02
97000, 0.00440, 0.02
98000, 0.00432, 0.02
99000, 0.00441, 0.02
100000, 0.00438, 0.02
101000, 0.00433, 0.02
102000, 0.00424, 0.02
103000, 0.00437, 0.02
104000, 0.00427, 0.02
105000, 0.00434, 0.02
106000, 0.00423, 0.02
107000, 0.00442, 0.02
108000, 0.00424, 0.02
109000, 0.00414, 0.02
110000, 0.00443, 0.02
111000, 0.00409, 0.02
112000, 0.00416, 0.02
113000, 0.00421, 0.02
114000, 0.00415, 0.02
115000, 0.00428, 0.02
116000, 0.00415, 0.02
117000, 0.00410, 0.02
118000, 0.00408, 0.02
119000, 0.00402, 0.02
120000, 0.00406, 0.02
121000, 0.00416, 0.02
122000, 0.00422, 0.02
123000, 0.00393, 0.02
124000, 0.00408, 0.02
125000, 0.00427, 0.02
126000, 0.00413, 0.02
127000, 0.00399, 0.02
128000, 0.00408, 0.02
129000, 0.00414, 0.02
130000, 0.00393, 0.02
